"day","month","year","sample","island","pool","plants","water","poolname","plants_rank"
7,8,2013,2,"SK","29A",0,NA,"SK-29A",1
7,8,2013,2,"SK","30",5,NA,"SK-30",2
7,8,2013,2,"SK","30A",0,NA,"SK-30A",1
7,8,2013,2,"SK","31",0,NA,"SK-31",1
7,8,2013,2,"SK","32",25,NA,"SK-32",3
7,8,2013,2,"SK","33",5,NA,"SK-33",2
7,8,2013,2,"SK","34",5,NA,"SK-34",2
7,8,2013,2,"SK","35",5,NA,"SK-35",2
7,8,2013,2,"SK","36",5,NA,"SK-36",2
7,8,2013,2,"SK","37",25,NA,"SK-37",3
7,8,2013,2,"SK","38",25,NA,"SK-38",3
7,8,2013,2,"SK","39",5,NA,"SK-39",2
7,8,2013,2,"SK","40",50,NA,"SK-40",4
7,8,2013,2,"SK","40A",0,NA,"SK-40A",1
7,8,2013,2,"SK","41",0,NA,"SK-41",1
7,8,2013,2,"SK","42",5,NA,"SK-42",2
7,8,2013,2,"SK","43",0,NA,"SK-43",1
7,8,2013,2,"SK","44",5,NA,"SK-44",2
7,8,2013,2,"SK","45",25,NA,"SK-45",3
7,8,2013,2,"SK","46",50,NA,"SK-46",4
7,8,2013,2,"SK","47",5,NA,"SK-47",2
7,8,2013,2,"SK","48",0,NA,"SK-48",1
7,8,2013,2,"SK","49",5,NA,"SK-49",2
7,8,2013,2,"SK","50",5,NA,"SK-50",2
7,8,2013,2,"SK","51",100,NA,"SK-51",7
7,8,2013,2,"SK","52",75,NA,"SK-52",5
7,8,2013,2,"SK","53",50,NA,"SK-53",4
7,8,2013,2,"SK","54",5,NA,"SK-54",2
7,8,2013,2,"SK","55",0,NA,"SK-55",1
7,8,2013,2,"SK","56",0,NA,"SK-56",1
7,8,2013,2,"SK","57",0,NA,"SK-57",1
7,8,2013,2,"SK","58",0,NA,"SK-58",1
11,8,2013,2,"SKN","1",0,NA,"SKN-1",1
11,8,2013,2,"SKN","2",5,NA,"SKN-2",2
11,8,2013,2,"SKO","1",5,NA,"SKO-1",2
11,8,2013,2,"SKO","2",0,NA,"SKO-2",1
11,8,2013,2,"SKO","3",5,NA,"SKO-3",2
11,8,2013,2,"SKO","4",5,NA,"SKO-4",2
11,8,2013,2,"SKO","5",0,NA,"SKO-5",1
11,8,2013,2,"SKO","6",0,NA,"SKO-6",1
11,8,2013,2,"SKO","7",0,NA,"SKO-7",1
7,8,2013,2,"SKW","1",5,NA,"SKW-1",2
7,8,2013,2,"SKW","2",25,NA,"SKW-2",3
7,8,2013,2,"SKW","3",0,NA,"SKW-3",1
24,8,2014,2,"F","1",5,"y","F-1",2
24,8,2014,2,"F","2",100,"n","F-2",7
24,8,2014,2,"F","3",25,"y","F-3",3
24,8,2014,2,"F","4",5,"y","F-4",2
24,8,2014,2,"F","5",25,"y","F-5",3
24,8,2014,2,"F","6",75,"y","F-6",5
24,8,2014,2,"F","7",75,"y","F-7",5
24,8,2014,2,"F","8",50,"y","F-8",4
24,8,2014,2,"F","9",75,"y","F-9",5
24,8,2014,2,"F","10",5,"y","F-10",2
24,8,2014,2,"F","11",0,"n","F-11",1
24,8,2014,2,"F","12",0,"n","F-12",1
24,8,2014,2,"FO","1",5,"y","FO-1",2
24,8,2014,2,"FO","2",5,"y","FO-2",2
24,8,2014,2,"FO","3",25,"y","FO-3",3
24,8,2014,2,"FO","4",50,"y","FO-4",4
24,8,2014,2,"FO","5",5,"y","FO-5",2
24,8,2014,2,"FO","6",0,"y","FO-6",1
24,8,2014,2,"FO","7",50,"y","FO-7",4
24,8,2014,2,"FO","8",0,"y","FO-8",1
24,8,2014,2,"FO","9",0,"y","FO-9",1
24,8,2014,2,"FO","10",0,"y","FO-10",1
24,8,2014,2,"FO","11",5,"y","FO-11",2
24,8,2014,2,"FO","12",5,"y","FO-12",2
24,8,2014,2,"FO","13",0,"y","FO-13",1
24,8,2014,2,"FO","14",25,"y","FO-14",3
24,8,2014,2,"FO","15",0,"y","FO-15",1
24,8,2014,2,"FO","16",5,"y","FO-16",2
24,8,2014,2,"FO","17",5,"y","FO-17",2
24,8,2014,2,"FO","18",0,"y","FO-18",1
24,8,2014,2,"FO","18A",50,"y","FO-18A",4
24,8,2014,2,"FO","19",25,"y","FO-19",3
24,8,2014,2,"FO","19A",5,"y","FO-19A",2
24,8,2014,2,"FO","20",0,"y","FO-20",1
24,8,2014,2,"FO","21",75,"y","FO-21",5
24,8,2014,2,"FO","21A",100,"y","FO-21A",7
24,8,2014,2,"FO","22",75,"y","FO-22",5
21,8,2014,2,"FS","1",25,"y","FS-1",3
21,8,2014,2,"FS","2",25,"y","FS-2",3
21,8,2014,2,"FS","3",5,"y","FS-3",2
21,8,2014,2,"FS","4",75,"y","FS-4",5
21,8,2014,2,"FS","5",50,"y","FS-5",4
21,8,2014,2,"FS","6",5,"y","FS-6",2
21,8,2014,2,"FS","6A",5,"y","FS-6A",2
21,8,2014,2,"FS","7",75,"y","FS-7",5
21,8,2014,2,"FS","8",0,"y","FS-8",1
21,8,2014,2,"FS","9",75,"y","FS-9",5
21,8,2014,2,"FS","10",50,"y","FS-10",4
21,8,2014,2,"FS","11",50,"y","FS-11",4
21,8,2014,2,"FS","12",25,"y","FS-12",3
21,8,2014,2,"FS","13",5,"y","FS-13",2
21,8,2014,2,"FS","14",0,"y","FS-14",1
21,8,2014,2,"FS","15",0,"y","FS-15",1
21,8,2014,2,"FS","16",50,"y","FS-16",4
21,8,2014,2,"FS","17",5,"y","FS-17",2
21,8,2014,2,"FS","18",0,"n","FS-18",1
21,8,2014,2,"FS","19",0,"y","FS-19",1
21,8,2014,2,"FS","20",5,"y","FS-20",2
21,8,2014,2,"FS","21",5,"y","FS-21",2
21,8,2014,2,"FS","22",0,"y","FS-22",1
21,8,2014,2,"FS","23",5,"y","FS-23",2
21,8,2014,2,"FS","24",0,"y","FS-24",1
21,8,2014,2,"FS","25",0,"y","FS-25",1
21,8,2014,2,"FS","26",5,"y","FS-26",2
21,8,2014,2,"FS","27",25,"y","FS-27",3
21,8,2014,2,"FS","28",50,"y","FS-28",4
21,8,2014,2,"FS","29",25,"y","FS-29",3
21,8,2014,2,"FS","30",25,"y","FS-30",3
21,8,2014,2,"FS","31",50,"y","FS-31",4
21,8,2014,2,"FS","32",0,"y","FS-32",1
21,8,2014,2,"FS","33",0,"n","FS-33",1
17,8,2014,2,"FSS","1",0,"y","FSS-1",1
17,8,2014,2,"FSS","2",0,"y","FSS-2",1
17,8,2014,2,"FSS","3",5,"y","FSS-3",2
17,8,2014,2,"FSS","4",5,"y","FSS-4",2
17,8,2014,2,"FSS","5",0,"y","FSS-5",1
17,8,2014,2,"FSS","6",5,"y","FSS-6",2
17,8,2014,2,"FSS","7",0,"y","FSS-7",1
17,8,2014,2,"FSS","8",0,"y","FSS-8",1
17,8,2014,2,"FSS","9",0,"y","FSS-9",1
17,8,2014,2,"FSS","10",25,"y","FSS-10",3
17,8,2014,2,"FSS","11",0,"y","FSS-11",1
17,8,2014,2,"FSS","12",0,"y","FSS-12",1
17,8,2014,2,"FSS","13",0,"y","FSS-13",1
17,8,2014,2,"FSS","14",0,"y","FSS-14",1
17,8,2014,2,"FSS","15",5,"y","FSS-15",2
17,8,2014,2,"FSS","16",5,"y","FSS-16",2
17,8,2014,2,"FSS","17",25,"y","FSS-17",3
17,8,2014,2,"FSS","18",25,"y","FSS-18",3
17,8,2014,2,"FW","1",0,"y","FW-1",1
23,8,2014,2,"G","1",5,"y","G-1",2
23,8,2014,2,"G","2",5,"y","G-2",2
23,8,2014,2,"G","3",25,"y","G-3",3
23,8,2014,2,"G","3A",25,"y","G-3A",3
23,8,2014,2,"G","4",0,"y","G-4",1
23,8,2014,2,"G","5",5,"y","G-5",2
23,8,2014,2,"G","5A",25,"y","G-5A",3
23,8,2014,2,"G","6",50,"y","G-6",4
23,8,2014,2,"G","7",0,"y","G-7",1
23,8,2014,2,"G","8",0,"y","G-8",1
23,8,2014,2,"G","9",5,"y","G-9",2
23,8,2014,2,"G","10",0,"y","G-10",1
23,8,2014,2,"G","11",0,"y","G-11",1
23,8,2014,2,"G","12",0,"y","G-12",1
23,8,2014,2,"G","12A",0,"y","G-12A",1
23,8,2014,2,"G","13",5,"y","G-13",2
23,8,2014,2,"G","14",25,"y","G-14",3
23,8,2014,2,"G","15",0,"y","G-15",1
23,8,2014,2,"G","16",25,"y","G-16",3
23,8,2014,2,"G","17",25,"y","G-17",3
23,8,2014,2,"G","18",5,"y","G-18",2
23,8,2014,2,"G","19",5,"y","G-19",2
23,8,2014,2,"G","20",5,"y","G-20",2
23,8,2014,2,"G","21",25,"y","G-21",3
23,8,2014,2,"G","22",5,"y","G-22",2
23,8,2014,2,"G","23",0,"y","G-23",1
23,8,2014,2,"G","24",5,"y","G-24",2
23,8,2014,2,"G","25",5,"y","G-25",2
23,8,2014,2,"G","26",5,"y","G-26",2
23,8,2014,2,"G","27",5,"y","G-27",2
23,8,2014,2,"G","28",0,"y","G-28",1
23,8,2014,2,"G","29",25,"y","G-29",3
23,8,2014,2,"G","29A",5,"y","G-29A",2
23,8,2014,2,"G","30",5,"y","G-30",2
23,8,2014,2,"G","31",5,"y","G-31",2
23,8,2014,2,"G","32",25,"y","G-32",3
23,8,2014,2,"G","33",25,"y","G-33",3
23,8,2014,2,"G","34",25,"n","G-34",3
23,8,2014,2,"G","35",25,"y","G-35",3
23,8,2014,2,"G","36",0,"y","G-36",1
23,8,2014,2,"G","37",25,"y","G-37",3
23,8,2014,2,"G","37A",0,"y","G-37A",1
23,8,2014,2,"G","37B",0,"y","G-37B",1
23,8,2014,2,"G","38",0,"y","G-38",1
23,8,2014,2,"G","39",0,"y","G-39",1
23,8,2014,2,"G","40",25,"y","G-40",3
23,8,2014,2,"G","41",25,"y","G-41",3
23,8,2014,2,"G","42",0,"y","G-42",1
23,8,2014,2,"G","43",25,"y","G-43",3
23,8,2014,2,"G","44",25,"y","G-44",3
23,8,2014,2,"G","45",25,"y","G-45",3
23,8,2014,2,"G","46",25,"y","G-46",3
23,8,2014,2,"G","47",5,"y","G-47",2
23,8,2014,2,"G","48",5,"y","G-48",2
23,8,2014,2,"G","49",0,"y","G-49",1
23,8,2014,2,"G","50",0,"y","G-50",1
23,8,2014,2,"G","50A",25,"y","G-50A",3
23,8,2014,2,"G","51",0,"n","G-51",1
23,8,2014,2,"G","52",0,"n","G-52",1
23,8,2014,2,"G","53",0,"n","G-53",1
23,8,2014,2,"G","54",25,"y","G-54",3
23,8,2014,2,"G","55",5,"y","G-55",2
23,8,2014,2,"G","56",25,"y","G-56",3
23,8,2014,2,"G","57",25,"y","G-57",3
23,8,2014,2,"G","58",75,"y","G-58",5
23,8,2014,2,"G","59",50,"y","G-59",4
23,8,2014,2,"G","60",25,"y","G-60",3
23,8,2014,2,"G","61",0,"y","G-61",1
23,8,2014,2,"G","61A",0,"y","G-61A",1
23,8,2014,2,"G","62",5,"y","G-62",2
23,8,2014,2,"G","63",25,"y","G-63",3
23,8,2014,2,"G","64",5,"y","G-64",2
23,8,2014,2,"G","65",5,"y","G-65",2
23,8,2014,2,"G","66",5,"y","G-66",2
23,8,2014,2,"G","67",25,"y","G-67",3
23,8,2014,2,"G","68",0,"y","G-68",1
23,8,2014,2,"G","69",0,"y","G-69",1
23,8,2014,2,"G","70",5,"y","G-70",2
23,8,2014,2,"G","71",5,"y","G-71",2
23,8,2014,2,"G","72",5,"y","G-72",2
23,8,2014,2,"G","73",0,"y","G-73",1
23,8,2014,2,"G","74",0,"y","G-74",1
23,8,2014,2,"G","75",0,"y","G-75",1
23,8,2014,2,"G","76",5,"y","G-76",2
23,8,2014,2,"G","77",5,"y","G-77",2
23,8,2014,2,"G","78",5,"y","G-78",2
23,8,2014,2,"G","79",0,"y","G-79",1
23,8,2014,2,"G","80",0,"y","G-80",1
23,8,2014,2,"G","81",0,"y","G-81",1
23,8,2014,2,"G","82",0,"y","G-82",1
23,8,2014,2,"G","83",0,"y","G-83",1
23,8,2014,2,"G","84",0,"y","G-84",1
23,8,2014,2,"G","85",0,"y","G-85",1
23,8,2014,2,"G","86",0,"y","G-86",1
23,8,2014,2,"G","87",0,"y","G-87",1
23,8,2014,2,"G","88",0,"y","G-88",1
23,8,2014,2,"G","89",25,"y","G-89",3
23,8,2014,2,"G","90",25,"y","G-90",3
23,8,2014,2,"G","91",50,"y","G-91",4
23,8,2014,2,"G","92",95,"y","G-92",6
23,8,2014,2,"G","93",75,"y","G-93",5
23,8,2014,2,"G","94",75,"y","G-94",5
23,8,2014,2,"G","95",75,"y","G-95",5
23,8,2014,2,"G","96",75,"y","G-96",5
23,8,2014,2,"G","97",5,"y","G-97",2
23,8,2014,2,"G","98",0,"y","G-98",1
23,8,2014,2,"G","99",5,"y","G-99",2
23,8,2014,2,"G","100",5,"y","G-100",2
23,8,2014,2,"G","101",0,"y","G-101",1
23,8,2014,2,"G","102",0,"y","G-102",1
23,8,2014,2,"G","103",0,"y","G-103",1
23,8,2014,2,"G","104",0,"y","G-104",1
23,8,2014,2,"G","105",5,"y","G-105",2
23,8,2014,2,"G","106",5,"y","G-106",2
23,8,2014,2,"G","107",0,"y","G-107",1
23,8,2014,2,"G","108",0,"y","G-108",1
23,8,2014,2,"G","109",25,"y","G-109",3
23,8,2014,2,"G","110",25,"y","G-110",3
24,8,2014,2,"G","111",5,"y","G-111",2
24,8,2014,2,"G","111A",5,"y","G-111A",2
24,8,2014,2,"G","112",0,"y","G-112",1
24,8,2014,2,"G","113",25,"y","G-113",3
24,8,2014,2,"G","114",50,"y","G-114",4
24,8,2014,2,"G","115",25,"y","G-115",3
24,8,2014,2,"G","116",5,"y","G-116",2
24,8,2014,2,"G","117",0,"y","G-117",1
24,8,2014,2,"G","118",0,"y","G-118",1
24,8,2014,2,"G","119",0,"y","G-119",1
24,8,2014,2,"G","120",0,"y","G-120",1
24,8,2014,2,"G","121",5,"y","G-121",2
24,8,2014,2,"G","122",5,"y","G-122",2
24,8,2014,2,"G","122A",25,"y","G-122A",3
24,8,2014,2,"G","123",0,"y","G-123",1
24,8,2014,2,"G","124",50,"y","G-124",4
24,8,2014,2,"G","125",5,"y","G-125",2
24,8,2014,2,"G","126",5,"y","G-126",2
24,8,2014,2,"G","127",5,"y","G-127",2
18,8,2014,2,"K","1",0,"y","K-1",1
18,8,2014,2,"K","2",0,"y","K-2",1
18,8,2014,2,"K","3",0,"y","K-3",1
18,8,2014,2,"K","4",0,"y","K-4",1
18,8,2014,2,"K","5",0,"y","K-5",1
18,8,2014,2,"K","6",5,"y","K-6",2
18,8,2014,2,"K","7",5,"y","K-7",2
18,8,2014,2,"K","8",5,"y","K-8",2
18,8,2014,2,"K","9",5,"y","K-9",2
18,8,2014,2,"K","10",5,"y","K-10",2
18,8,2014,2,"K","11",5,"y","K-11",2
18,8,2014,2,"K","12",5,"y","K-12",2
18,8,2014,2,"K","13",50,"y","K-13",4
18,8,2014,2,"K","14",5,"y","K-14",2
18,8,2014,2,"K","15",25,"y","K-15",3
18,8,2014,2,"K","16",0,"y","K-16",1
18,8,2014,2,"K","17",5,"y","K-17",2
18,8,2014,2,"K","18",0,"y","K-18",1
24,8,2014,2,"LA","1",0,"y","LA-1",1
24,8,2014,2,"LA","2",25,"y","LA-2",3
24,8,2014,2,"LA","3",25,"y","LA-3",3
24,8,2014,2,"LA","4",25,"y","LA-4",3
24,8,2014,2,"LA","5",5,"y","LA-5",2
24,8,2014,2,"LA","6",5,"y","LA-6",2
24,8,2014,2,"LA","7",5,"y","LA-7",2
24,8,2014,2,"LA","8",5,"y","LA-8",2
24,8,2014,2,"LA","9",25,"y","LA-9",3
24,8,2014,2,"LA","9A",0,"y","LA-9A",1
24,8,2014,2,"LA","10",25,"y","LA-10",3
24,8,2014,2,"LA","11",50,"y","LA-11",4
24,8,2014,2,"LA","12",0,"n","LA-12",1
24,8,2014,2,"LA","13",0,"n","LA-13",1
24,8,2014,2,"LA","14",0,"y","LA-14",1
24,8,2014,2,"LA","15",5,"y","LA-15",2
24,8,2014,2,"LA","16",25,"y","LA-16",3
24,8,2014,2,"LA","17",0,"y","LA-17",1
24,8,2014,2,"LA","18",50,"y","LA-18",4
24,8,2014,2,"LA","18A",75,"y","LA-18A",5
24,8,2014,2,"LA","19",25,"y","LA-19",3
24,8,2014,2,"LA","20",5,"y","LA-20",2
24,8,2014,2,"LA","21",5,"y","LA-21",2
24,8,2014,2,"LA","22",50,"y","LA-22",4
24,8,2014,2,"LA","23",95,"y","LA-23",6
24,8,2014,2,"LA","24",0,"y","LA-24",1
24,8,2014,2,"LA","24A",0,"y","LA-24A",1
24,8,2014,2,"LA","25",5,"y","LA-25",2
24,8,2014,2,"LA","26",0,"y","LA-26",1
24,8,2014,2,"LA","27",5,"y","LA-27",2
24,8,2014,2,"LA","28",25,"y","LA-28",3
24,8,2014,2,"LA","29",5,"y","LA-29",2
24,8,2014,2,"LA","30",25,"y","LA-30",3
17,8,2014,2,"LG","1",25,"y","LG-1",3
17,8,2014,2,"LG","2",0,"y","LG-2",1
17,8,2014,2,"LG","3",0,"y","LG-3",1
17,8,2014,2,"LG","4",5,"y","LG-4",2
17,8,2014,2,"LG","5",0,"y","LG-5",1
17,8,2014,2,"LG","6",95,"y","LG-6",6
17,8,2014,2,"LG","6A",25,"y","LG-6A",3
17,8,2014,2,"LG","7",5,"y","LG-7",2
17,8,2014,2,"LG","8",25,"y","LG-8",3
17,8,2014,2,"LG","9",5,"y","LG-9",2
17,8,2014,2,"LG","10",50,"y","LG-10",4
17,8,2014,2,"LG","11",25,"y","LG-11",3
17,8,2014,2,"LG","12",25,"y","LG-12",3
17,8,2014,2,"LG","13",25,"y","LG-13",3
17,8,2014,2,"LG","14",0,"y","LG-14",1
17,8,2014,2,"LG","15",25,"y","LG-15",3
17,8,2014,2,"LG","16",75,"y","LG-16",5
17,8,2014,2,"LG","17",5,"y","LG-17",2
17,8,2014,2,"LON","1",5,"y","LON-1",2
17,8,2014,2,"LON","2",5,"y","LON-2",2
17,8,2014,2,"LON","3",0,"y","LON-3",1
17,8,2014,2,"LON","4",25,"y","LON-4",3
17,8,2014,2,"LON","5",25,"y","LON-5",3
17,8,2014,2,"LON","6",0,"y","LON-6",1
17,8,2014,2,"LON","7",75,"y","LON-7",5
17,8,2014,2,"LON","8",95,"y","LON-8",6
17,8,2014,2,"LON","9",5,"y","LON-9",2
17,8,2014,2,"LON","9A",0,"y","LON-9A",1
27,8,2014,2,"LONA","1",5,"y","LONA-1",2
27,8,2014,2,"LONA","2",0,"y","LONA-2",1
27,8,2014,2,"M","1",50,"y","M-1",4
27,8,2014,2,"M","2",75,"y","M-2",5
27,8,2014,2,"M","3",95,"y","M-3",6
27,8,2014,2,"M","4",0,"y","M-4",1
27,8,2014,2,"M","5",5,"y","M-5",2
27,8,2014,2,"M","6",5,"y","M-6",2
27,8,2014,2,"M","7",75,"y","M-7",5
27,8,2014,2,"M","8",0,"y","M-8",1
27,8,2014,2,"M","9",0,"y","M-9",1
27,8,2014,2,"M","10",0,"y","M-10",1
27,8,2014,2,"M","11",0,"y","M-11",1
27,8,2014,2,"M","12",0,"y","M-12",1
27,8,2014,2,"M","13",50,"y","M-13",4
27,8,2014,2,"M","14",0,"y","M-14",1
27,8,2014,2,"M","14A",0,"y","M-14A",1
27,8,2014,2,"M","15",5,"y","M-15",2
27,8,2014,2,"M","16",0,"y","M-16",1
27,8,2014,2,"M","17",25,"y","M-17",3
27,8,2014,2,"M","18",0,"y","M-18",1
27,8,2014,2,"M","19",5,"y","M-19",2
27,8,2014,2,"M","20",100,"n","M-20",7
27,8,2014,2,"M","21",25,"y","M-21",3
27,8,2014,2,"M","22",0,"y","M-22",1
27,8,2014,2,"M","23",50,"y","M-23",4
27,8,2014,2,"M","23A",5,"y","M-23A",2
27,8,2014,2,"M","24",0,"y","M-24",1
27,8,2014,2,"M","25",5,"y","M-25",2
27,8,2014,2,"M","25A",5,"y","M-25A",2
27,8,2014,2,"M","26",0,"y","M-26",1
27,8,2014,2,"M","27",0,"y","M-27",1
27,8,2014,2,"M","28",50,"y","M-28",4
27,8,2014,2,"M","29",50,"y","M-29",4
27,8,2014,2,"M","30",0,"y","M-30",1
27,8,2014,2,"M","30A",25,"y","M-30A",3
27,8,2014,2,"M","31",5,"y","M-31",2
27,8,2014,2,"M","32",0,"y","M-32",1
27,8,2014,2,"M","33",0,"y","M-33",1
27,8,2014,2,"M","34",0,"y","M-34",1
27,8,2014,2,"M","35",0,"y","M-35",1
27,8,2014,2,"M","36",0,"y","M-36",1
27,8,2014,2,"M","36A",0,"y","M-36A",1
27,8,2014,2,"M","37",0,"y","M-37",1
27,8,2014,2,"M","38",5,"y","M-38",2
27,8,2014,2,"M","39",25,"y","M-39",3
27,8,2014,2,"M","40",0,"y","M-40",1
27,8,2014,2,"M","41",25,"y","M-41",3
27,8,2014,2,"M","42",0,"y","M-42",1
27,8,2014,2,"M","43",5,"y","M-43",2
27,8,2014,2,"M","44",0,"y","M-44",1
27,8,2014,2,"M","45",25,"y","M-45",3
27,8,2014,2,"M","46",0,"y","M-46",1
27,8,2014,2,"M","47",0,"y","M-47",1
27,8,2014,2,"M","48",25,"y","M-48",3
27,8,2014,2,"M","49",0,"n","M-49",1
27,8,2014,2,"M","50",5,"y","M-50",2
27,8,2014,2,"M","51",0,"n","M-51",1
27,8,2014,2,"M","52",0,"n","M-52",1
27,8,2014,2,"M","53",5,"y","M-53",2
27,8,2014,2,"M","54",5,"y","M-54",2
27,8,2014,2,"M","55",5,"y","M-55",2
27,8,2014,2,"M","56",5,"y","M-56",2
27,8,2014,2,"M","57",0,"y","M-57",1
27,8,2014,2,"M","58",0,"y","M-58",1
27,8,2014,2,"M","59",0,"y","M-59",1
27,8,2014,2,"M","60",0,"y","M-60",1
27,8,2014,2,"M","61",0,"y","M-61",1
27,8,2014,2,"M","62",0,"y","M-62",1
27,8,2014,2,"M","63",0,"y","M-63",1
27,8,2014,2,"M","63A",50,"y","M-63A",4
27,8,2014,2,"M","64",0,"y","M-64",1
27,8,2014,2,"M","65",0,"y","M-65",1
27,8,2014,2,"M","66",25,"y","M-66",3
27,8,2014,2,"M","67",0,"y","M-67",1
27,8,2014,2,"M","68",100,"n","M-68",7
27,8,2014,2,"M","69",50,"y","M-69",4
27,8,2014,2,"M","70",0,"y","M-70",1
27,8,2014,2,"M","71",50,"y","M-71",4
27,8,2014,2,"M","72",5,"y","M-72",2
27,8,2014,2,"M","73",0,"y","M-73",1
15,8,2014,2,"N","1",0,"y","N-1",1
15,8,2014,2,"N","2",0,"y","N-2",1
15,8,2014,2,"N","3",0,"y","N-3",1
15,8,2014,2,"N","4",0,"y","N-4",1
15,8,2014,2,"N","5",0,"y","N-5",1
15,8,2014,2,"N","6",5,"y","N-6",2
15,8,2014,2,"N","7",25,"y","N-7",3
15,8,2014,2,"N","8",0,"y","N-8",1
15,8,2014,2,"N","9",0,"y","N-9",1
15,8,2014,2,"N","10",0,"y","N-10",1
15,8,2014,2,"N","11",0,"y","N-11",1
15,8,2014,2,"N","12",0,"y","N-12",1
15,8,2014,2,"N","13",0,"y","N-13",1
15,8,2014,2,"N","14",5,"y","N-14",2
15,8,2014,2,"N","15",0,"y","N-15",1
15,8,2014,2,"N","15A",5,"y","N-15A",2
15,8,2014,2,"N","16",50,"y","N-16",4
15,8,2014,2,"N","17",50,"y","N-17",4
15,8,2014,2,"N","18",25,"y","N-18",3
15,8,2014,2,"N","19",25,"y","N-19",3
15,8,2014,2,"N","20",0,"y","N-20",1
15,8,2014,2,"N","21",50,"y","N-21",4
15,8,2014,2,"N","22",95,"y","N-22",6
15,8,2014,2,"N","23",95,"y","N-23",6
15,8,2014,2,"N","24",25,"y","N-24",3
15,8,2014,2,"N","24A",5,"y","N-24A",2
15,8,2014,2,"N","25",50,"y","N-25",4
15,8,2014,2,"N","26",25,"y","N-26",3
15,8,2014,2,"N","27",5,"y","N-27",2
15,8,2014,2,"N","27A",5,"y","N-27A",2
15,8,2014,2,"N","28",25,"y","N-28",3
15,8,2014,2,"N","28A",5,"y","N-28A",2
15,8,2014,2,"N","29",0,"y","N-29",1
15,8,2014,2,"N","30",25,"y","N-30",3
15,8,2014,2,"N","31",0,"y","N-31",1
15,8,2014,2,"N","32",0,"y","N-32",1
15,8,2014,2,"N","33",0,"y","N-33",1
15,8,2014,2,"N","34",0,"y","N-34",1
15,8,2014,2,"N","35",95,"y","N-35",6
15,8,2014,2,"N","36",95,"y","N-36",6
15,8,2014,2,"N","37",0,"y","N-37",1
15,8,2014,2,"N","38",5,"y","N-38",2
15,8,2014,2,"N","39",5,"y","N-39",2
15,8,2014,2,"N","39A",0,"y","N-39A",1
15,8,2014,2,"N","40",0,"y","N-40",1
15,8,2014,2,"N","41",5,"y","N-41",2
15,8,2014,2,"N","42",5,"y","N-42",2
15,8,2014,2,"N","43",5,"y","N-43",2
15,8,2014,2,"N","44",50,"y","N-44",4
15,8,2014,2,"N","45",25,"y","N-45",3
15,8,2014,2,"N","46",25,"y","N-46",3
15,8,2014,2,"N","47",25,"y","N-47",3
15,8,2014,2,"N","48",50,"y","N-48",4
15,8,2014,2,"N","49",50,"y","N-49",4
15,8,2014,2,"N","50",5,"y","N-50",2
15,8,2014,2,"N","51",75,"y","N-51",5
15,8,2014,2,"N","52",50,"y","N-52",4
15,8,2014,2,"N","53",50,"y","N-53",4
15,8,2014,2,"N","54",5,"y","N-54",2
15,8,2014,2,"N","55",5,"y","N-55",2
15,8,2014,2,"N","56",0,"y","N-56",1
15,8,2014,2,"N","57",0,"y","N-57",1
15,8,2014,2,"N","58",5,"y","N-58",2
15,8,2014,2,"N","59",5,"y","N-59",2
15,8,2014,2,"N","60",5,"y","N-60",2
15,8,2014,2,"N","61",25,"y","N-61",3
15,8,2014,2,"N","62",25,"y","N-62",3
15,8,2014,2,"N","63",25,"y","N-63",3
15,8,2014,2,"N","64",95,"y","N-64",6
15,8,2014,2,"N","65",25,"y","N-65",3
15,8,2014,2,"N","66",25,"y","N-66",3
15,8,2014,2,"N","67",0,"y","N-67",1
15,8,2014,2,"N","68",5,"y","N-68",2
15,8,2014,2,"N","69",75,"y","N-69",5
15,8,2014,2,"N","70",50,"y","N-70",4
15,8,2014,2,"N","71",5,"y","N-71",2
15,8,2014,2,"N","72",5,"y","N-72",2
15,8,2014,2,"N","73",5,"y","N-73",2
15,8,2014,2,"N","74",25,"y","N-74",3
15,8,2014,2,"N","75",5,"y","N-75",2
15,8,2014,2,"N","76",0,"y","N-76",1
15,8,2014,2,"N","77",0,"y","N-77",1
15,8,2014,2,"N","78",25,"y","N-78",3
15,8,2014,2,"N","79",0,"y","N-79",1
15,8,2014,2,"N","80",25,"y","N-80",3
15,8,2014,2,"N","81",0,"y","N-81",1
15,8,2014,2,"N","82",0,"y","N-82",1
15,8,2014,2,"N","83",0,"y","N-83",1
15,8,2014,2,"N","84",5,"y","N-84",2
15,8,2014,2,"N","85",25,"y","N-85",3
15,8,2014,2,"N","85A",5,"y","N-85A",2
15,8,2014,2,"N","86",5,"y","N-86",2
15,8,2014,2,"N","87",5,"y","N-87",2
15,8,2014,2,"N","88",5,"y","N-88",2
15,8,2014,2,"N","89",0,"y","N-89",1
15,8,2014,2,"N","90",0,"y","N-90",1
15,8,2014,2,"N","91",25,"y","N-91",3
24,8,2014,2,"N","92",0,"y","N-92",1
24,8,2014,2,"N","93",5,"y","N-93",2
24,8,2014,2,"N","94",25,"y","N-94",3
24,8,2014,2,"N","95",25,"y","N-95",3
24,8,2014,2,"N","96",0,"y","N-96",1
24,8,2014,2,"N","97",0,"y","N-97",1
24,8,2014,2,"N","98",25,"y","N-98",3
17,8,2014,2,"SK","1",50,"y","SK-1",4
